"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.43065850221275e-34,0.547145905602172,0.272,0.168,2.95402367536888e-30,"1","GKAP1"
1.66408912952194e-34,0.25906561127031,0.615,0.483,3.4360112346369e-30,"1","VCP"
3.36341879473229e-34,0.387210512578537,0.366,0.239,6.94478712736323e-30,"1","RGS19"
4.27055654056972e-34,0.303522666076337,0.666,0.538,8.81784514496835e-30,"1","CALR"
5.95673764024975e-34,0.305813140881189,0.48,0.361,1.22994718795877e-29,"1","UBE2S"
6.09188897347513e-34,0.289063928412636,0.548,0.404,1.25785323524315e-29,"1","MOB1A"
6.81247271758109e-34,0.560585845459397,0.306,0.199,1.40663936672614e-29,"1","ABHD14B"
6.91166271682499e-34,0.295355795481477,0.526,0.39,1.42712011777002e-29,"1","LSM14A"
7.87746656972794e-34,0.306033131377509,0.442,0.314,1.62653929731742e-29,"1","SPEN"
9.50581922846268e-34,0.254798279703575,0.692,0.558,1.96276155429297e-29,"1","NOP53"
1.46566368777838e-33,0.254937458694705,0.537,0.404,3.02630238252481e-29,"1","ATRX"
1.64655130583638e-33,0.360185522101047,0.507,0.384,3.39979913629096e-29,"1","PRMT1"
2.79414634993089e-33,0.298879712502,0.64,0.517,5.76935338333731e-29,"1","UXT"
3.00785543338437e-33,0.450663279975847,0.395,0.28,6.21061989885204e-29,"1","C9orf78"
3.01943315320907e-33,0.280441434026706,0.533,0.406,6.23452557474609e-29,"1","NOP58"
3.14939814593926e-33,0.382427159677408,0.313,0.202,6.50287729173538e-29,"1","RNF168"
3.26496817875525e-33,0.273564189080663,0.547,0.41,6.74150629549384e-29,"1","CIB1"
6.60108114616049e-33,0.384177423030042,0.331,0.218,1.36299123505922e-28,"1","NGDN"
6.79087557812569e-33,0.439493676183694,0.441,0.329,1.40217998937139e-28,"1","PGAM1"
7.51557243189769e-33,0.323985141319966,0.557,0.436,1.55181539573824e-28,"1","ALDOA"
8.49178227824791e-33,0.260445011061203,0.333,0.213,1.75338320481263e-28,"1","CEP170"
1.27971907606939e-32,0.40225621792263,0.364,0.249,2.64236394826807e-28,"1","UBA2"
1.61044815896158e-32,0.371053440501586,0.462,0.338,3.32525335862388e-28,"1","HADHA"
1.71138211383914e-32,0.540438575649345,0.329,0.225,3.53366178865506e-28,"1","AP3S1"
2.01079313044125e-32,0.392744565320172,0.267,0.163,4.15188565573509e-28,"1","TP53BP1"
8.87398056781291e-32,0.291147415261858,0.56,0.444,1.83229950764201e-27,"1","LAPTM4A"
1.07449909750873e-31,0.279624051600646,0.523,0.4,2.21862573653602e-27,"1","HSPA9"
1.15129023813365e-31,0.308071378340909,0.396,0.278,2.37718408369836e-27,"1","TTC17"
1.48046904935788e-31,0.302157613551333,0.429,0.304,3.05687249311414e-27,"1","BNIP2"
1.53171406300862e-31,0.451389649566365,0.379,0.266,3.1626831973002e-27,"1","APH1A"
1.63532713877644e-31,0.363974777170267,0.301,0.193,3.37662347614559e-27,"1","AFDN"
1.80079839183763e-31,0.416163533424009,0.261,0.161,3.71828851946634e-27,"1","TMEM154"
2.28165898779019e-31,0.2586499152138,0.575,0.447,4.71116947798919e-27,"1","HP1BP3"
2.43735084543237e-31,0.291829435010858,0.577,0.453,5.03264202564876e-27,"1","TUBA4A"
2.77345644905199e-31,0.252769738765244,0.598,0.464,5.72663287600254e-27,"1","EIF2S3"
3.79252310972478e-31,0.599198929359176,0.262,0.169,7.83080171695973e-27,"1","F11R"
4.42394463444598e-31,0.435476739007962,0.261,0.162,9.13456088120406e-27,"1","SUPT16H"
4.78153601948662e-31,0.255884559670186,0.526,0.389,9.87291557303598e-27,"1","RBMX"
7.02440111243512e-31,0.320526459193634,0.287,0.177,1.4503983416956e-26,"1","LPGAT1"
9.97016353308999e-31,0.309819681737634,0.476,0.357,2.05863936631242e-26,"1","ATP1B3"
1.1201208149253e-30,0.33047572388263,0.463,0.34,2.31282545865775e-26,"1","DNAJC8"
1.33560715496475e-30,0.408086455675519,0.392,0.28,2.75776165357121e-26,"1","PPP2R1A"
1.70871302702299e-30,0.405677721447669,0.477,0.357,3.52815065819708e-26,"1","LGALS1"
1.86359666522796e-30,0.487374099257192,0.352,0.244,3.8479543943627e-26,"1","LY6E"
2.08338304408186e-30,0.313803113569313,0.449,0.328,4.30176930942023e-26,"1","PRPF40A"
2.27461708990682e-30,0.363338716106082,0.407,0.292,4.69662936723959e-26,"1","CCT6A"
2.82090869512779e-30,0.407675473381015,0.355,0.247,5.82461227369986e-26,"1","ARL8A"
7.99268535234544e-30,0.36618409759999,0.458,0.352,1.65032967155229e-25,"1","GTF3A"
1.11928237918337e-29,0.293738889119926,0.347,0.229,2.31109425653783e-25,"1","FAM76B"
1.53218678962542e-29,0.250396026806914,0.617,0.503,3.16365928321856e-25,"1","KRT10"
1.86835153881661e-29,0.296978946259927,0.297,0.191,3.85777225734853e-25,"1","CRLF3"
1.87835655909335e-29,0.432058998771076,0.397,0.291,3.87843062321595e-25,"1","SMARCB1"
1.93282248854063e-29,0.316165953376712,0.556,0.446,3.9908918743387e-25,"1","VAMP2"
2.19834506054923e-29,0.473692258139686,0.274,0.178,4.53914288102205e-25,"1","DNAJC2"
2.20578474919077e-29,0.288284418232204,0.539,0.428,4.55450435012909e-25,"1","CD99"
2.98405173971966e-29,0.305045137430005,0.388,0.278,6.16147003217316e-25,"1","ETV6"
3.11287151647911e-29,0.377115012557638,0.305,0.201,6.42745710722607e-25,"1","KRR1"
3.28541924655648e-29,0.428823401619569,0.331,0.228,6.78373366028983e-25,"1","SUMO3"
3.94494141995166e-29,0.381690861681459,0.407,0.296,8.1455150439162e-25,"1","ALYREF"
4.3889429488472e-29,0.299686404504819,0.6,0.492,9.06228940077971e-25,"1","HIGD2A"
4.50074366919256e-29,0.667979378377618,0.273,0.184,9.2931355281488e-25,"1","RNF5"
4.594060382635e-29,0.252284507340889,0.455,0.328,9.48581587806475e-25,"1","KDM4B"
4.77311942374112e-29,0.384831494895585,0.38,0.272,9.85553698614067e-25,"1","MOB4"
6.32448412292502e-29,0.350754835208902,0.391,0.282,1.30587948170156e-24,"1","ETF1"
7.34767216248806e-29,0.380049991717325,0.295,0.194,1.51714734811053e-24,"1","RBM27"
1.03901104462941e-28,0.353918415199692,0.438,0.325,2.1453500049508e-24,"1","RNPS1"
1.04374761291189e-28,0.603678097534736,0.344,0.251,2.15513007114048e-24,"1","TSTD1"
1.13457283623753e-28,0.663603352740901,0.256,0.167,2.34266599226325e-24,"1","ELOF1"
1.84731259744934e-28,0.27694574735273,0.5,0.377,3.8143310512134e-24,"1","NASP"
2.14775418822547e-28,0.315198350449564,0.425,0.31,4.43468284784795e-24,"1","ANP32E"
2.81633634576347e-28,0.31350894787071,0.61,0.508,5.81517128673241e-24,"1","LDHA"
3.30143612298827e-28,0.329848827419645,0.335,0.231,6.81680530674617e-24,"1","TMEM87A"
3.39449157454737e-28,0.354128146907828,0.284,0.184,7.00894620312542e-24,"1","OXSR1"
5.26757590078011e-28,0.267874480280479,0.589,0.473,1.08764907199308e-23,"1","COX6C"
6.06338627165586e-28,0.589445157040811,0.26,0.171,1.2519679973715e-23,"1","GTF3C6"
6.42359130266389e-28,0.441499621631564,0.344,0.239,1.32634313217404e-23,"1","BCL7B"
7.15084568437414e-28,0.353948762044848,0.296,0.195,1.47650661690957e-23,"1","SMARCD1"
7.34633265073215e-28,0.359792417386225,0.359,0.248,1.51687076572318e-23,"1","TSPYL1"
7.46524624098216e-28,0.357011250162963,0.422,0.311,1.541424043838e-23,"1","NR1H2"
1.16849990717578e-27,0.272396298143313,0.5,0.38,2.41271860833655e-23,"1","RAD21"
1.40195870408485e-27,0.255107497758403,0.273,0.175,2.8947643321944e-23,"1","UBR4"
1.74357209131269e-27,0.309786729245126,0.333,0.226,3.60012765414245e-23,"1","MIER1"
1.88875967700714e-27,0.318168714724041,0.3,0.198,3.89991098108434e-23,"1","CCDC93"
2.05441572889396e-27,0.250125371625059,0.442,0.325,4.24195759702024e-23,"1","HNRNPH3"
2.23348968837423e-27,0.28942270480605,0.565,0.458,4.61170950855511e-23,"1","CSNK2B"
2.24630309262781e-27,0.263121034685824,0.491,0.377,4.6381666256579e-23,"1","ZC3H15"
4.49515691766699e-27,0.389964036552521,0.343,0.239,9.2816000035988e-23,"1","SF3B4"
4.7048347587866e-27,0.319666412847612,0.428,0.319,9.71454280994257e-23,"1","DNAJA2"
6.12642486475285e-27,0.294969168465022,0.47,0.356,1.26498420607417e-22,"1","MED10"
6.88699456032053e-27,0.256328599406,0.499,0.383,1.42202663681498e-22,"1","CNPPD1"
8.48751879229192e-27,0.439557052558506,0.29,0.194,1.75250288023244e-22,"1","POLE4"
1.15282410310163e-26,0.2828389372079,0.488,0.38,2.38035120808425e-22,"1","ZNF207"
1.21116519191953e-26,0.305474553076804,0.314,0.212,2.50081388827544e-22,"1","SYS1"
1.43595709250456e-26,0.366346399030782,0.316,0.215,2.96496420460341e-22,"1","BAX"
1.48781183517935e-26,0.482507160810671,0.305,0.211,3.07203387727832e-22,"1","DPH3"
1.84536342261662e-26,0.301746103587331,0.52,0.414,3.81030639501881e-22,"1","COX7B"
3.43225532784946e-26,0.398385113356233,0.303,0.206,7.08692080094356e-22,"1","WBP2"
3.90328002371715e-26,0.301098577848491,0.412,0.306,8.05949259297117e-22,"1","TPR"
5.65209833394218e-26,0.339193000340209,0.28,0.186,1.16704526399238e-21,"1","FARP2"
7.4714081619799e-26,0.359269531930837,0.381,0.281,1.54269635728561e-21,"1","ARIH2"
8.73980331986298e-26,0.334803274841482,0.265,0.173,1.80459458948531e-21,"1","TDG"
1.13537550765205e-25,0.360352835292936,0.32,0.221,2.34432334819995e-21,"1","TCERG1"
1.29153608482131e-25,0.377226714344355,0.48,0.387,2.66676370793904e-21,"1","WDR83OS"
1.3405436955237e-25,0.278569762180825,0.412,0.305,2.76795462251734e-21,"1","PPP4R2"
1.58519356757876e-25,0.29506840947451,0.521,0.415,3.27310767833662e-21,"1","ILF2"
1.67665999764541e-25,0.321128243252565,0.438,0.339,3.46196756313824e-21,"1","DNAAF2"
1.82059926701708e-25,0.368616910355702,0.44,0.339,3.75917336653686e-21,"1","RBM17"
1.8785921957346e-25,0.277297184307526,0.433,0.323,3.8789171657528e-21,"1","FXR1"
2.72261622773571e-25,0.277007788807691,0.385,0.281,5.6216579870287e-21,"1","PDCD4"
2.91585101650969e-25,0.340741237154028,0.385,0.282,6.02064917888921e-21,"1","PPP4C"
5.10577893484338e-25,0.303706302490985,0.346,0.243,1.05424123446646e-20,"1","SNX6"
7.79130644000933e-25,0.31669342083779,0.469,0.37,1.60874895373313e-20,"1","NOL7"
8.49209911667507e-25,0.287556993174113,0.49,0.384,1.75344862561107e-20,"1","TBCA"
8.6791282559581e-25,0.457556306261461,0.315,0.225,1.79206640229023e-20,"1","ANXA11"
1.02652629583794e-24,0.36767575029131,0.259,0.171,2.11957149564618e-20,"1","RSBN1"
1.19984692315981e-24,0.291137345768498,0.275,0.182,2.47744392694037e-20,"1","MECP2"
1.70290317814493e-24,0.290961668971576,0.368,0.264,3.51615448223366e-20,"1","GPATCH8"
1.74510930710646e-24,0.438172863129134,0.29,0.2,3.60330169731342e-20,"1","ACOT9"
1.84600628446004e-24,0.287761729438363,0.42,0.316,3.81163377615308e-20,"1","NXT1"
2.00748824967585e-24,0.432457170113817,0.301,0.213,4.1450617379307e-20,"1","PARVB"
2.25994405342489e-24,0.411066116888038,0.265,0.178,4.66633248151171e-20,"1","CTR9"
2.68208438765362e-24,0.619011715571918,0.268,0.188,5.53796784362719e-20,"1","RNF126"
3.45189995607777e-24,0.261339955607637,0.548,0.447,7.12748302930939e-20,"1","PTP4A2"
4.9742378715962e-24,0.251650826782267,0.427,0.324,1.02708063572718e-19,"1","CYSTM1"
5.27812138234389e-24,0.27302123832014,0.331,0.234,1.08982650302637e-19,"1","CCNK"
6.39983360678695e-24,0.321710824337334,0.324,0.228,1.32143764312937e-19,"1","OIP5-AS1"
6.97404039882586e-24,0.315746901610161,0.342,0.243,1.43999986154956e-19,"1","SS18L2"
7.07593589570276e-24,0.291663587339884,0.397,0.298,1.46103924374471e-19,"1","UBE3A"
7.61988776266762e-24,0.376174537847669,0.407,0.314,1.57335442523561e-19,"1","RWDD1"
9.03453885181668e-24,0.356648856987192,0.293,0.201,1.86545158212311e-19,"1","ZNF639"
1.00654806112637e-23,0.393034684318474,0.401,0.313,2.07832043661372e-19,"1","UBE2M"
1.12801483297994e-23,0.286754863648205,0.391,0.293,2.32912502713698e-19,"1","XRN2"
1.43781555280299e-23,0.438327795115552,0.333,0.243,2.96880155342762e-19,"1","SVIP"
1.634448419998e-23,0.284383753676797,0.5,0.406,3.37480909761187e-19,"1","COX5B"
1.7619085901624e-23,0.452547293118887,0.308,0.223,3.63798885696732e-19,"1","ARL5A"
1.92529708805867e-23,0.293576879506839,0.457,0.362,3.97535342742354e-19,"1","SERINC1"
1.94319894061743e-23,0.290977133516057,0.353,0.251,4.01231717258686e-19,"1","VASP"
2.00036558839292e-23,0.334360731086473,0.417,0.319,4.1303548669137e-19,"1","HNRNPR"
2.22023618105101e-23,0.326810424110173,0.404,0.309,4.58434366663413e-19,"1","RASSF1"
2.29061254019788e-23,0.392035582365772,0.365,0.274,4.72965677300058e-19,"1","SMIM26"
2.33809271288224e-23,0.297392191353899,0.54,0.442,4.82769383355925e-19,"1","UQCR11"
3.17584001091181e-23,0.258685077273975,0.599,0.498,6.5574744545307e-19,"1","NDUFA13"
3.46406113644249e-23,0.250303469544106,0.488,0.397,7.15259343452644e-19,"1","GOLGB1"
3.66351375919792e-23,0.363777698324586,0.425,0.334,7.56442320999187e-19,"1","UQCRFS1"
4.51595062714242e-23,0.400543778982377,0.251,0.168,9.32453485492367e-19,"1","ADPGK"
4.59732326525371e-23,0.334242899332867,0.373,0.276,9.49255307809585e-19,"1","AKIRIN1"
5.76677260595219e-23,0.255151790073415,0.386,0.286,1.19072320767701e-18,"1","FAM133B"
6.23260447253485e-23,0.390040462095592,0.361,0.27,1.286908171489e-18,"1","ITGB1"
6.4637430187322e-23,0.34203077689311,0.365,0.267,1.33463365850783e-18,"1","SF3A1"
6.99677151191893e-23,0.25027997857529,0.555,0.456,1.44469338178102e-18,"1","COX8A"
7.61031671309116e-23,0.452443683800357,0.28,0.195,1.57137819491906e-18,"1","PRELID3B"
8.5107517183623e-23,0.307899549664615,0.297,0.205,1.75730001480745e-18,"1","SNHG25"
1.2653821521194e-22,0.347681786402362,0.346,0.253,2.61276106769614e-18,"1","SUMO1"
1.32725698464604e-22,0.289035829002891,0.305,0.213,2.74052022189715e-18,"1","ATG12"
1.48111555103034e-22,0.26355682993701,0.545,0.452,3.05820738976745e-18,"1","EDF1"
1.63817636461289e-22,0.287485087188049,0.343,0.247,3.38250655765271e-18,"1","TAP1"
1.81525463007002e-22,0.311801427188123,0.35,0.258,3.74813776016857e-18,"1","MFSD14A"
2.38971549902702e-22,0.432134814896455,0.35,0.266,4.934284562391e-18,"1","MRPS21"
2.48195715106189e-22,0.417926763490701,0.291,0.205,5.12474512551259e-18,"1","SNHG16"
2.74069834363515e-22,0.298295831251931,0.263,0.176,5.65899393993786e-18,"1","ECD"
4.47299947213121e-22,0.422457699963944,0.272,0.188,9.23584931005652e-18,"1","FAM162A"
4.60260517978698e-22,0.405220177543271,0.343,0.257,9.50345917522417e-18,"1","TMUB1"
5.10528195250713e-22,0.308111320692516,0.253,0.17,1.05413861755367e-17,"1","CDK12"
7.42163948957921e-22,0.343016478109682,0.254,0.171,1.53242012180832e-17,"1","GRK2"
7.84077140793701e-22,0.254889467701917,0.411,0.311,1.61896248031083e-17,"1","SSB"
8.23453022759127e-22,0.266115318912068,0.482,0.385,1.70026580139304e-17,"1","ATP5MC3"
8.47622704754749e-22,0.291326163293949,0.472,0.383,1.75017136077761e-17,"1","TOMM6"
1.14209274402686e-21,0.336389601046033,0.318,0.227,2.35819309786666e-17,"1","PRKAR1A"
1.27143895933822e-21,0.32999680981622,0.405,0.321,2.62526716324156e-17,"1","BCAP31"
1.38440335297244e-21,0.288882984427171,0.388,0.287,2.85851604321749e-17,"1","PTPRCAP"
1.79042433118083e-21,0.261603583727365,0.251,0.169,3.69686815902218e-17,"1","FKBP4"
1.80104710921134e-21,0.250988009065529,0.292,0.205,3.71880207109958e-17,"1","P4HA1"
2.30439898423538e-21,0.312651256380566,0.426,0.334,4.75812302264921e-17,"1","PSMB3"
2.86921151561254e-21,0.32778548636687,0.347,0.257,5.92434793743678e-17,"1","GLIPR1"
2.88446887512619e-21,0.29796592127617,0.414,0.318,5.95585133336056e-17,"1","CMPK1"
3.13929055072093e-21,0.309831186817768,0.267,0.18,6.48200712912857e-17,"1","MORC3"
3.58993961937838e-21,0.274797914492225,0.336,0.244,7.41250732609248e-17,"1","CCT3"
3.65870382363725e-21,0.263001547418855,0.408,0.311,7.5544916550462e-17,"1","MAX"
3.89292148694082e-21,0.29248807591633,0.463,0.369,8.03810428623541e-17,"1","GNB2"
5.52432839239011e-21,0.25392623585498,0.269,0.185,1.14066332646071e-16,"1","SNRNP200"
5.76606739000149e-21,0.287497894543878,0.337,0.244,1.19057759468751e-16,"1","CHRAC1"
1.07635904078524e-20,0.254249218514859,0.539,0.451,2.22246614741337e-16,"1","CHCHD10"
1.45898107042648e-20,0.296652461346293,0.347,0.257,3.01250411421659e-16,"1","TMEM248"
1.54806989163666e-20,0.476612359439372,0.264,0.189,3.19645471225138e-16,"1","PIGT"
1.7809418194891e-20,0.331671634478777,0.387,0.299,3.6772886688811e-16,"1","COPS2"
2.05854823243099e-20,0.266689290133384,0.332,0.244,4.2504903903235e-16,"1","POLR2A"
2.38527702993892e-20,0.318378460720328,0.332,0.245,4.92512001141789e-16,"1","IK"
2.92118004779607e-20,0.332350360185795,0.303,0.219,6.03165256268932e-16,"1","M6PR"
3.99229318290515e-20,0.308199448332719,0.378,0.294,8.24328696406255e-16,"1","SEPTIN2"
4.01500997491204e-20,0.300470496094457,0.432,0.346,8.29019259619839e-16,"1","RAD23A"
4.02949178938397e-20,0.399285683738136,0.313,0.23,8.32009464672001e-16,"1","DRAM2"
4.05433776923117e-20,0.327104329166212,0.394,0.308,8.37139662590851e-16,"1","ERH"
4.39628650362161e-20,0.300930712504494,0.487,0.401,9.07745237267791e-16,"1","NDUFB2"
4.63748549758426e-20,0.284782934538628,0.253,0.171,9.57548005541197e-16,"1","CDC40"
5.4574543269646e-20,0.465262491250774,0.297,0.222,1.12685516943165e-15,"1","EMC6"
5.68603986155435e-20,0.387961846037589,0.382,0.303,1.17405351061374e-15,"1","CIAO2B"
6.51273015529282e-20,0.308661697273982,0.452,0.366,1.34474852246486e-15,"1","EIF3G"
6.99329095117497e-20,0.250753007621685,0.303,0.222,1.44397471559861e-15,"1","ITCH"
7.57977968154425e-20,0.267245756696566,0.275,0.193,1.56507290864526e-15,"1","SCAF4"
8.15522252546626e-20,0.310802347796009,0.315,0.231,1.68389034705827e-15,"1","ANKLE2"
8.53928501243469e-20,0.296120068796407,0.386,0.296,1.76319156936752e-15,"1","PCNP"
1.11005231754889e-19,0.373046330808977,0.299,0.216,2.29203602527495e-15,"1","R3HDM4"
1.30633410584439e-19,0.290116901533503,0.385,0.297,2.69731866174749e-15,"1","HNRNPUL1"
1.50837525860336e-19,0.325452288456893,0.318,0.235,3.11449323396422e-15,"1","SERPINB1"
1.53751862330484e-19,0.407103495775393,0.432,0.355,3.17466845339984e-15,"1","PEBP1"
1.80100016728432e-19,0.272101974329695,0.479,0.393,3.71870514540865e-15,"1","ARHGDIA"
2.19707167438739e-19,0.427123839958152,0.26,0.186,4.53651359327507e-15,"1","DYNC1H1"
2.92206511837162e-19,0.295490468382642,0.258,0.179,6.03348005641372e-15,"1","REST"
3.58289509812461e-19,0.32756239905857,0.295,0.215,7.39796179860769e-15,"1","PDCD6"
3.66023842075567e-19,0.421036598795404,0.342,0.267,7.55766029117632e-15,"1","FKBP8"
4.85686106094074e-19,0.378036033250953,0.329,0.25,1.00284467186304e-14,"1","BRK1"
6.12936427198319e-19,0.319627297559567,0.292,0.213,1.26559113487909e-14,"1","SNHG1"
6.87951564584858e-19,0.430606071044324,0.273,0.2,1.42048239055482e-14,"1","MRPL33"
9.42226571663738e-19,0.478130228199729,0.315,0.247,1.94550942517129e-14,"1","TYMP"
9.72377695012105e-19,0.271462251301556,0.419,0.335,2.007765464661e-14,"1","STAU1"
1.06043192514296e-18,0.409422300866136,0.297,0.222,2.18957983903519e-14,"1","ANXA7"
1.06532360047405e-18,0.263841946346928,0.387,0.306,2.19968017025882e-14,"1","AC020916.1"
1.21856079230533e-18,0.320492697632844,0.351,0.271,2.51608432395204e-14,"1","ARPP19"
1.624310146537e-18,0.298187233847336,0.29,0.212,3.35387559056959e-14,"1","RTF1"
1.68039800886842e-18,0.367687227027097,0.258,0.182,3.46968580871152e-14,"1","U2AF2"
1.79134667894857e-18,0.351360622973294,0.284,0.206,3.69877262269301e-14,"1","SNRPB2"
1.84037003780702e-18,0.275684567113577,0.267,0.189,3.79999605406393e-14,"1","RIPOR1"
2.07774956938217e-18,0.290826540264741,0.29,0.211,4.29013731086031e-14,"1","ZBTB7A"
2.24389195741976e-18,0.548866763345415,0.302,0.235,4.63318811368032e-14,"1","TIMM17B"
2.70145033513963e-18,0.291258854798207,0.294,0.213,5.57795465199631e-14,"1","PCIF1"
2.94982514599255e-18,0.268169422165887,0.365,0.282,6.09079896144541e-14,"1","U2SURP"
3.84001831731922e-18,0.311811646246259,0.372,0.296,7.92886982160072e-14,"1","TRABD"
5.4181594309203e-18,0.262388033673346,0.295,0.215,1.11874155929642e-13,"1","SYNRG"
6.34159665553265e-18,0.360329697042429,0.288,0.212,1.30941287743438e-13,"1","CWC15"
9.11010679747262e-18,0.425967940699776,0.339,0.268,1.88105485154215e-13,"1","SIVA1"
9.98324205141472e-18,0.321263310628887,0.367,0.29,2.06133981877611e-13,"1","VEGFB"
1.43809453292601e-17,0.286350750264863,0.276,0.198,2.96937759158563e-13,"1","MATR3.1"
1.76490774949956e-17,0.336876347526388,0.331,0.253,3.64418152116668e-13,"1","TOMM22"
2.22272184286562e-17,0.316790861039478,0.359,0.287,4.58947606114894e-13,"1","RNF149"
2.24087992222725e-17,0.295878234880253,0.374,0.299,4.62696886341483e-13,"1","BAG1"
2.4641560428684e-17,0.324985204895028,0.345,0.269,5.08798939731467e-13,"1","PPM1G"
2.69102901419102e-17,0.380929437177251,0.25,0.179,5.55643670850161e-13,"1","HMGN4"
3.03540727319979e-17,0.280328706261796,0.396,0.319,6.26750893770293e-13,"1","EIF3I"
3.06655472062737e-17,0.427324148329158,0.336,0.266,6.3318221871514e-13,"1","FAM177A1"
3.3995199683177e-17,0.280455642431295,0.301,0.223,7.01932883058238e-13,"1","TMEM170A"
3.40309885802718e-17,0.279920223934023,0.315,0.237,7.02671852205451e-13,"1","CCDC59"
3.42433320012375e-17,0.327665040305885,0.263,0.189,7.07056319161552e-13,"1","CAMLG"
3.80162281585715e-17,0.45240629562856,0.28,0.212,7.84959079018185e-13,"1","ALKBH5"
4.60233512648899e-17,0.261264353655362,0.326,0.251,9.50290156917446e-13,"1","COPB1"
4.83222175980429e-17,0.28995336423316,0.292,0.218,9.97757148964389e-13,"1","APPL1"
4.84481918871788e-17,0.269230396846814,0.262,0.187,1.00035826608647e-12,"1","TACC1"
4.97338516664895e-17,0.319905702068385,0.308,0.234,1.02690456920968e-12,"1","DARS"
6.13774686345645e-17,0.253661226541756,0.251,0.175,1.26732197236649e-12,"1","ALOX5AP"
6.95792814732695e-17,0.350173173601592,0.387,0.316,1.43667300386007e-12,"1","PQBP1"
7.7043984443782e-17,0.253548196782689,0.352,0.272,1.59080419079521e-12,"1","EIF4H"
8.6020862810501e-17,0.296220544661866,0.375,0.301,1.77615877531123e-12,"1","PNPLA2"
1.54248415994382e-16,0.348583531158881,0.32,0.247,3.184921293452e-12,"1","FUNDC2"
1.69125355993076e-16,0.261928943727388,0.25,0.179,3.49210035054503e-12,"1","VPS35"
1.94701368522248e-16,0.377067517196974,0.288,0.22,4.02019385724738e-12,"1","NCF4"
3.18559136504584e-16,0.355807359483602,0.292,0.221,6.57760905054664e-12,"1","MRPS36"
4.16378775372177e-16,0.287185807279206,0.327,0.252,8.59738895388471e-12,"1","MAF1"
4.2787180081395e-16,0.377750351195098,0.281,0.213,8.83469694320643e-12,"1","MIDN"
4.59607823432754e-16,0.322782271321576,0.265,0.194,9.48998233823951e-12,"1","UBE2Z"
4.66157194081526e-16,0.367339596543586,0.3,0.231,9.62521374339535e-12,"1","RAB8A"
5.83896288025953e-16,0.254017129106293,0.407,0.33,1.20562905551599e-11,"1","CTSH"
5.86198690612718e-16,0.373774486358833,0.274,0.207,1.21038305637714e-11,"1","PSMC4"
7.15199284439028e-16,0.297470034882667,0.303,0.225,1.47674348250971e-11,"1","SNRPF"
1.49358968765529e-15,0.282612338347663,0.26,0.191,3.08396398707065e-11,"1","BAZ1B"
1.56886221124359e-15,0.286015073892017,0.381,0.308,3.23938669377577e-11,"1","CCT8"
1.56980264082049e-15,0.317059429873515,0.3,0.233,3.24132849276614e-11,"1","SUPT5H"
1.62544941832759e-15,0.43399720129368,0.252,0.189,3.3562279589628e-11,"1","METTL9"
1.70585190719024e-15,0.309434479657317,0.314,0.241,3.5222430179664e-11,"1","DNAJC7"
1.82968142343032e-15,0.279677433421208,0.378,0.307,3.77792620309892e-11,"1","PSMD7"
2.07687841881429e-15,0.276125268035938,0.25,0.179,4.28833855916775e-11,"1","MED30"
2.10060317079877e-15,0.335021822043093,0.278,0.211,4.33732542706529e-11,"1","NARF"
2.37350373670964e-15,0.292118596901565,0.288,0.219,4.90081051555806e-11,"1","WAPL"
2.95828797731769e-15,0.295698703379486,0.269,0.203,6.10827301556557e-11,"1","CDS2"
3.30172644505785e-15,0.254985212410914,0.297,0.226,6.81740476375544e-11,"1","CAPZA2"
3.52182723299439e-15,0.325540050357542,0.407,0.341,7.27186887068682e-11,"1","TUFM"
1.03294483960647e-14,0.296878747840902,0.417,0.352,2.13282450481944e-10,"1","TXNL4A"
1.20520673429236e-14,0.30245738669499,0.251,0.186,2.48851086496688e-10,"1","SRRT"
1.21115978328945e-14,0.313882870636815,0.259,0.192,2.50080272053606e-10,"1","POLE3"
2.25872372721577e-14,0.286942975491055,0.29,0.22,4.66381275195513e-10,"1","DNAJC21"
3.26962132363354e-14,0.28424312802558,0.255,0.19,6.75111410903853e-10,"1","BCCIP"
3.63693430824979e-14,0.399335873585765,0.285,0.224,7.50954195967418e-10,"1","COX16"
4.96523654921931e-14,0.261364655942156,0.304,0.233,1.0252220426828e-09,"1","PDLIM1"
6.57846523854972e-14,0.405967356814145,0.369,0.312,1.35832150245575e-09,"1","PSMB6"
9.22770475605137e-14,0.339366356850676,0.316,0.256,1.90533647802949e-09,"1","NDFIP1"
9.89321060456885e-14,0.273290954695553,0.29,0.223,2.04275012563138e-09,"1","MAT2B"
2.04111041728477e-13,0.329555628583028,0.255,0.192,4.21448478960958e-09,"1","APEX1"
3.59679294539336e-13,0.29887191468924,0.252,0.192,7.4266580736482e-09,"1","LAMP1"
3.78225950337307e-13,0.347267519695418,0.295,0.237,7.80960942256472e-09,"1","CCDC47"
4.65683050886271e-13,0.25351511365208,0.269,0.206,9.61542363469973e-09,"1","HNRNPUL2"
5.20834980073099e-13,0.30551887647484,0.36,0.3,1.07542006685494e-08,"1","PCED1B-AS1"
8.57847553954531e-13,0.416947519301738,0.26,0.203,1.77128362940532e-08,"1","SEPTIN1"
1.28638500506622e-12,0.26526362801473,0.309,0.247,2.65612775846073e-08,"1","OTUB1"
