"UMAP_1","UMAP_2","curve_order_value","Lineage","order"
2.07289023260967,-2.20735918473892,87,"Lineage_3",87
2.13919742000101,-2.28505301986665,88,"Lineage_3",88
2.20845400457531,-2.3601164435978,89,"Lineage_3",89
2.28136990599529,-2.4316040262657,90,"Lineage_3",90
2.35853067732685,-2.49845742974069,91,"Lineage_3",91
2.44008162334386,-2.55986426244701,92,"Lineage_3",92
2.52588866551576,-2.61514941797391,93,"Lineage_3",93
2.61567691172547,-2.66369581212343,94,"Lineage_3",94
2.70903338283369,-2.70495312180053,95,"Lineage_3",95
2.80546940766049,-2.73839360858588,96,"Lineage_3",96
2.90428613798074,-2.76406145413763,97,"Lineage_3",97
3.00468147122619,-2.78268301042782,98,"Lineage_3",98
3.10610739470102,-2.79456516250767,99,"Lineage_3",99
3.20808688226489,-2.80007367271112,100,"Lineage_3",100
3.3102217551796,-2.79942815116882,101,"Lineage_3",101
3.41216416660715,-2.79296818966334,102,"Lineage_3",102
3.51367823936725,-2.78156390199343,103,"Lineage_3",103
3.61455662775836,-2.76546663462809,104,"Lineage_3",104
3.71465012109234,-2.74506235042383,105,"Lineage_3",105
3.81385311052876,-2.72070770424323,106,"Lineage_3",106
3.91206716166168,-2.6926377751998,107,"Lineage_3",107
4.00920639151847,-2.66105352699241,108,"Lineage_3",108
4.10519638524969,-2.62613510162616,109,"Lineage_3",109
4.19993086850744,-2.58794582893891,110,"Lineage_3",110
4.29338514834856,-2.54672080731961,111,"Lineage_3",111
4.3855577927717,-2.50270319560365,112,"Lineage_3",112
4.47643905540031,-2.45607652432499,113,"Lineage_3",113
4.56602071596339,-2.40699790051595,114,"Lineage_3",114
4.65430364959931,-2.35561817842825,115,"Lineage_3",115
4.74129884644508,-2.30208520574366,116,"Lineage_3",116
4.82702807124666,-2.24654554714986,117,"Lineage_3",117
4.91152299792902,-2.18914368326523,118,"Lineage_3",118
4.99482215939308,-2.13001822171168,119,"Lineage_3",119
5.07696959245418,-2.06930113644564,120,"Lineage_3",120
5.15801562501705,-2.00711989955437,121,"Lineage_3",121
5.23801547392322,-1.94359700727513,122,"Lineage_3",122
5.31702863177079,-1.87885005846915,123,"Lineage_3",123
5.3951196163397,-1.81299291401325,124,"Lineage_3",124
5.47235721561571,-1.74613614102194,125,"Lineage_3",125
5.54881279455535,-1.67838595453196,126,"Lineage_3",126
5.62453903060104,-1.60982136590943,127,"Lineage_3",127
5.69962592133029,-1.54055726715144,128,"Lineage_3",128
5.77413705224521,-1.47067424360136,129,"Lineage_3",129
5.84814670179894,-1.40026048289553,130,"Lineage_3",130
5.92171482615818,-1.32938555894218,131,"Lineage_3",131
5.99489727288421,-1.25811243477211,132,"Lineage_3",132
6.0677475260967,-1.18649977074929,133,"Lineage_3",133
6.14031749630337,-1.11460302863569,134,"Lineage_3",134
6.21265185616626,-1.04246920045721,135,"Lineage_3",135
6.28478933753888,-0.970138441976549,136,"Lineage_3",136
6.35676407869404,-0.897645708028998,137,"Lineage_3",137
6.42860689119238,-0.825022196267937,138,"Lineage_3",138
6.50034562508057,-0.752295852492708,139,"Lineage_3",139
6.57200450399533,-0.67949081199598,140,"Lineage_3",140
6.64360403794954,-0.606627399823349,141,"Lineage_3",141
6.71516155053101,-0.533722714323103,142,"Lineage_3",142
6.78669120684854,-0.46079069560359,143,"Lineage_3",143
6.8582035919203,-0.38784174090843,144,"Lineage_3",144
6.92970591688069,-0.314882925311015,145,"Lineage_3",145
7.00120294877985,-0.241918922619352,146,"Lineage_3",146
7.07269771755312,-0.168952702359624,147,"Lineage_3",147
7.14419195724723,-0.0959859636934391,148,"Lineage_3",148
7.21568619694134,-0.0230192250272487,149,"Lineage_3",149
7.28718043663545,0.0499475136389398,150,"Lineage_3",150
-5.27119621249379,0.21810153233177,1,"Lineage_4",1
-5.15228581958893,0.23703682486746,2,"Lineage_4",2
-5.03337542668407,0.255972117403151,3,"Lineage_4",3
-4.91446503377921,0.274907409938841,4,"Lineage_4",4
-4.79555464087435,0.293842702474531,5,"Lineage_4",5
-4.67664424796949,0.312777995010222,6,"Lineage_4",6
-4.55773385506463,0.331713287545912,7,"Lineage_4",7
-4.43882346215976,0.350648580081602,8,"Lineage_4",8
-4.3199130692549,0.369583872617293,9,"Lineage_4",9
-4.20098134032687,0.388383937689733,10,"Lineage_4",10
-4.08196614801223,0.406647641052859,11,"Lineage_4",11
-3.962880929914,0.424448817893431,12,"Lineage_4",12
-3.84371469400026,0.441697716084319,13,"Lineage_4",13
-3.72446328059396,0.458348062340813,14,"Lineage_4",14
-3.60512920079412,0.474394490472427,15,"Lineage_4",15
-3.48570690937835,0.489770586527824,16,"Lineage_4",16
-3.36619325232849,0.504419936616014,17,"Lineage_4",17
-3.24658017266988,0.518237032383014,18,"Lineage_4",18
-3.12687517947656,0.531234780218225,19,"Lineage_4",19
-3.00706922509692,0.543262824369626,20,"Lineage_4",20
-2.88718823441282,0.554516335974659,21,"Lineage_4",21
-2.76722645446472,0.56486585231201,22,"Lineage_4",22
-2.6471913732152,0.574330086079069,23,"Lineage_4",23
-2.52709098955067,0.5829259751212,24,"Lineage_4",24
-2.40692848450365,0.590613601962755,25,"Lineage_4",25
-2.28671328321451,0.597434390273958,26,"Lineage_4",26
-2.16643809315588,0.603098878155554,27,"Lineage_4",27
-2.04612675664335,0.607924384155694,28,"Lineage_4",28
