"Lineage","x","y","xend","yend"
"Lineage_1",-11.5996344994632,0.580692282087929,-11.0125890066201,3.88545376229619
"Lineage_2",5.14929344984509,0.0228330153278634,6.0090171336168,1.42542754999588
"Lineage_3",5.99489727288421,-1.25811243477211,7.28718043663545,0.0499475136389398
"Lineage_4",-7.75439817884769,4.76176448070415,-9.89487003226285,5.08828391920726
