"clone_subgroup_id","gex_annotation","N","mean_SHM","median_SHM","sd_SHM"
"129_1","NAIVE 1",1,0.117302052785924,0.117302052785924,NA
"12_1","IgD+ve Memory",1,0.0459770114942529,0.0459770114942529,NA
"12_1","IgD-ve Memory",1,0.014367816091954,0.014367816091954,NA
"1300_1","IgD+ve Memory",1,0.0344827586206897,0.0344827586206897,NA
"1301_1","IgD+ve Memory",1,0.0994152046783626,0.0994152046783626,NA
"1302_1","IgD+ve Memory",1,0.0202312138728324,0.0202312138728324,NA
"1303_1","ASC 2",1,0.0380116959064327,0.0380116959064327,NA
"1304_1","ASC 2",1,0.0806916426512968,0.0806916426512968,NA
"1305_1","Cell-Cycling",1,0.00282485875706215,0.00282485875706215,NA
"1305_1","NAIVE 1",1,0,0,NA
"1306_1","ASC 2",1,0.0261627906976744,0.0261627906976744,NA
"1307_1","IgD+ve Memory",1,0.0402298850574713,0.0402298850574713,NA
"1308_1","ASC 2",1,0.115942028985507,0.115942028985507,NA
"1309_1","NAIVE 1",1,0,0,NA
"130_1","ASC 2",1,0.0621301775147929,0.0621301775147929,NA
"1310_1","ASC 3",1,0.0498533724340176,0.0498533724340176,NA
"1311_1","NAIVE 2",1,0,0,NA
"1312_1","ASC 2",1,0.0237388724035608,0.0237388724035608,NA
"1313_1","ASC 2",1,0.00879765395894428,0.00879765395894428,NA
"1314_1","IgD-ve Memory",1,0.00578034682080925,0.00578034682080925,NA
"1315_1","ASC 3",1,0.0457142857142857,0.0457142857142857,NA
"1316_1","ASC 3",2,0.0100864553314121,0.0100864553314121,0.00203777170370763
"1317_1","ASC 3",1,0.0402298850574713,0.0402298850574713,NA
"1318_1","ASC 3",1,0.0318840579710145,0.0318840579710145,NA
"1319_1","ASC 2",2,0.075801749271137,0.075801749271137,0.0123692148312516
"1319_1","ASC 3",1,0.0699708454810496,0.0699708454810496,NA
"131_1","ASC 2",1,0.0454545454545455,0.0454545454545455,NA
"1320_1","IgD+ve Memory",1,0.00574712643678161,0.00574712643678161,NA
"1321_1","NAIVE 1",1,0.0446428571428571,0.0446428571428571,NA
"1322_1","IgD+ve Memory",1,0.0172910662824208,0.0172910662824208,NA
"1323_1","ASC 3",1,0.0492753623188406,0.0492753623188406,NA
"1324_1","ASC 2",1,0.0237388724035608,0.0237388724035608,NA
"1325_1","Early-Activation",1,0.0838323353293413,0.0838323353293413,NA
"1326_1","ASC 3",2,0.0779411764705882,0.0779411764705882,0.00207972582701925
"1327_1","ASC 2",3,0.0301263362487852,0.032069970845481,0.00336647387282581
"1328_1","NAIVE 1",1,0,0,NA
"1329_1","ASC 2",1,0.0843373493975904,0.0843373493975904,NA
"132_1","IgD-ve Memory",1,0.0561797752808989,0.0561797752808989,NA
"1330_1","NAIVE 1",1,0.0205882352941176,0.0205882352941176,NA
"1331_1","ASC 3",1,0.0976331360946746,0.0976331360946746,NA
"1332_1","NAIVE 1",1,0.0348837209302326,0.0348837209302326,NA
"1333_1","NAIVE 1",1,0.0144927536231884,0.0144927536231884,NA
"1334_1","NAIVE 2",1,0.0176470588235294,0.0176470588235294,NA
"1335_1","IgD+ve Memory",2,0.0703592814371257,0.0703592814371257,0.0359904649106925
"1336_1","ASC 2",2,0.0220588235294118,0.0220588235294118,0.00623917748105777
"1337_1","ASC 2",1,0.0261627906976744,0.0261627906976744,NA
"1338_1","ASC 2",1,0.0718562874251497,0.0718562874251497,NA
"1339_1","IgD+ve Memory",1,0,0,NA
"133_1","ASC 2",5,0.0450704225352113,0.0450704225352113,0
"1340_1","NAIVE 1",1,0,0,NA
"1341_1","NAIVE 2",1,0,0,NA
"1342_1","IgD-ve Memory",1,0.046242774566474,0.046242774566474,NA
"1343_1","ASC 2",1,0.0441176470588235,0.0441176470588235,NA
"1344_1","NAIVE 2",1,0,0,NA
"1345_1","ASC 3",1,0.00869565217391304,0.00869565217391304,NA
"1346_1","ASC 2",1,0.063953488372093,0.063953488372093,NA
"1346_1","ASC 3",2,0.0625,0.0625,0.00205554296856555
"1347_1","IgD-ve Memory",1,0.0943952802359882,0.0943952802359882,NA
"1348_1","ASC 3",1,0.0830860534124629,0.0830860534124629,NA
"1349_1","ASC 3",1,0.0174927113702624,0.0174927113702624,NA
"134_1","ASC 2",1,0.0625,0.0625,NA
"1350_1","IgD+ve Memory",1,0,0,NA
"1351_1","ASC 3",1,0.00867052023121387,0.00867052023121387,NA
"1352_1","NAIVE 2",1,0,0,NA
"1353_1","IgD+ve Memory",1,0.0116959064327485,0.0116959064327485,NA
"1354_1","ASC 1",1,0.00872093023255814,0.00872093023255814,NA
"1354_1","ASC 3",2,0.00872093023255814,0.00872093023255814,0
"1355_1","IgD+ve Memory",1,0.0114613180515759,0.0114613180515759,NA
"1356_1","NAIVE 1",1,0.0535211267605634,0.0535211267605634,NA
"1357_1","ASC 2",1,0.0344827586206897,0.0344827586206897,NA
"1358_1","ASC 3",1,0.0318840579710145,0.0318840579710145,NA
"1359_1","IgD+ve Memory",1,0.042042042042042,0.042042042042042,NA
"135_1","ASC 2",1,0.0549132947976879,0.0549132947976879,NA
"1360_1","ASC 2",3,0.0315186246418338,0.0315186246418338,0
"1360_1","IgD-ve Memory",1,0.0515759312320917,0.0515759312320917,NA
"1361_1","IgD+ve Memory",1,0.104166666666667,0.104166666666667,NA
"1362_1","ASC 2",2,0.0376811594202899,0.0376811594202899,0
"1363_1","ASC 3",1,0.0293255131964809,0.0293255131964809,NA
"1364_1","IgD+ve Memory",1,0.0263929618768328,0.0263929618768328,NA
"1365_1","NAIVE 1",1,0.0680473372781065,0.0680473372781065,NA
"1366_1","IgD-ve Memory",1,0.0402298850574713,0.0402298850574713,NA
"1367_1","NAIVE 2",1,0,0,NA
"1368_1","ASC 3",1,0.0532212885154062,0.0532212885154062,NA
"1369_1","ASC 2",1,0.0991253644314869,0.0991253644314869,NA
"136_1","ASC 3",1,0.0769230769230769,0.0769230769230769,NA
"1370_1","Early-Activation",1,0.0338983050847458,0.0338983050847458,NA
"1371_1","Cell-Cycling",1,0.00583090379008746,0.00583090379008746,NA
"1372_1","Cell-Cycling",1,0.0450704225352113,0.0450704225352113,NA
"1373_1","NAIVE 2",1,0,0,NA
"1374_1","ASC 2",1,0.0373563218390805,0.0373563218390805,NA
"1375_1","ASC 3",1,0.0530973451327434,0.0530973451327434,NA
"1376_1","ASC 2",1,0.047752808988764,0.047752808988764,NA
"1377_1","ASC 3",1,0.0115942028985507,0.0115942028985507,NA
"1378_1","ASC 3",1,0.0198863636363636,0.0198863636363636,NA
"1379_1","NAIVE 2",1,0,0,NA
"137_1","ASC 1",1,0.0535211267605634,0.0535211267605634,NA
"1380_1","ASC 1",1,0.0255681818181818,0.0255681818181818,NA
"1381_1","ASC 2",1,0.0596590909090909,0.0596590909090909,NA
"1382_1","Cell-Cycling",1,0.0415512465373961,0.0415512465373961,NA
"1383_1","IgD-ve Memory",1,0.0367231638418079,0.0367231638418079,NA
"1384_1","ASC 2",1,0.0258620689655172,0.0258620689655172,NA
"1385_1","NAIVE 2",1,0,0,NA
"1386_1","ASC 2",5,0.0372492836676218,0.0487106017191977,0.0258674356522461
"1386_1","ASC 3",1,0.0343839541547278,0.0343839541547278,NA
"1386_1","IgD+ve Memory",11,0.0296952331336286,0.0200573065902579,0.0243897523829479
"1386_2","IgD+ve Memory",1,0.0114613180515759,0.0114613180515759,NA
"1386_3","NAIVE 1",1,0.00859598853868195,0.00859598853868195,NA
"1387_1","NAIVE 2",1,0.00563380281690141,0.00563380281690141,NA
"1388_1","ASC 2",1,0.0294117647058824,0.0294117647058824,NA
"1389_1","ASC 2",1,0.00288184438040346,0.00288184438040346,NA
"138_1","Cell-Cycling",1,0.00842696629213483,0.00842696629213483,NA
"1390_1","ASC 2",1,0.0291545189504373,0.0291545189504373,NA
"1391_1","IgD-ve Memory",1,0.0087463556851312,0.0087463556851312,NA
"1392_1","HSP+",1,0.00288184438040346,0.00288184438040346,NA
"1393_1","ASC 2",1,0.0261627906976744,0.0261627906976744,NA
"1394_1","NAIVE 1",1,0,0,NA
"1395_1","IgD+ve Memory",1,0.0347826086956522,0.0347826086956522,NA
"1396_1","IgD-ve Memory",1,0.0357142857142857,0.0357142857142857,NA
"1397_1","NAIVE 2",1,0,0,NA
"1398_1","ASC 2",1,0.0028169014084507,0.0028169014084507,NA
"1399_1","NAIVE 1",1,0.0347826086956522,0.0347826086956522,NA
"139_1","IgD+ve Memory",1,0.0744985673352436,0.0744985673352436,NA
"13_1","ASC 2",1,0.0901162790697674,0.0901162790697674,NA
"1400_1","NAIVE 1",1,0.0114613180515759,0.0114613180515759,NA
"1401_1","IgD-ve Memory",1,0,0,NA
"1402_1","ASC 2",1,0.0498533724340176,0.0498533724340176,NA
"1402_1","NAIVE 1",1,0.0263929618768328,0.0263929618768328,NA
"1403_1","ASC 2",1,0.0146198830409357,0.0146198830409357,NA
"1404_1","NAIVE 1",1,0,0,NA
"1405_1","ASC 2",3,0.0679309722876775,0.0737463126843658,0.021377222452935
"1406_1","ASC 2",1,0.0497076023391813,0.0497076023391813,NA
"1407_1","IgD-ve Memory",1,0.029585798816568,0.029585798816568,NA
"1408_1","ASC 2",1,0,0,NA
"1409_1","ASC 2",1,0.0794117647058823,0.0794117647058823,NA
"140_1","ASC 1",1,0.0349854227405248,0.0349854227405248,NA
"140_1","ASC 2",1,0.0349854227405248,0.0349854227405248,NA
"1410_1","NAIVE 1",1,0.0820668693009119,0.0820668693009119,NA
"1411_1","IgD+ve Memory",1,0.0564971751412429,0.0564971751412429,NA
"1412_1","IgD-ve Memory",1,0.0731707317073171,0.0731707317073171,NA
"1413_1","NAIVE 2",1,0.00898203592814371,0.00898203592814371,NA
"1414_1","IgD-ve Memory",1,0,0,NA
"1415_1","IgD+ve Memory",1,0.0501474926253687,0.0501474926253687,NA
"1416_1","IgD-ve Memory",1,0.0267857142857143,0.0267857142857143,NA
"1417_1","ASC 2",1,0.0238805970149254,0.0238805970149254,NA
"1418_1","ASC 2",1,0.0324483775811209,0.0324483775811209,NA
"1419_1","IgD-ve Memory",1,0.0148367952522255,0.0148367952522255,NA
"141_1","NAIVE 1",1,0.04,0.04,NA
"1420_1","ASC 2",4,0.0465465465465465,0.048048048048048,0.003003003003003
"1421_1","IgD-ve Memory",1,0.0238805970149254,0.0238805970149254,NA
"1422_1","IgD+ve Memory",6,0.0480859010270775,0.0476190476190476,0.00857283206807696
"1423_1","ASC 2",1,0.0207715133531157,0.0207715133531157,NA
"1424_1","IgD-ve Memory",1,0.0146198830409357,0.0146198830409357,NA
"1425_1","NAIVE 1",1,0.0175953079178886,0.0175953079178886,NA
"1426_1","ASC 2",5,0.014792899408284,0.014792899408284,0
"1427_1","NAIVE 1",1,0.0149700598802395,0.0149700598802395,NA
"1428_1","ASC 2",2,0,0,0
"1429_1","IgD+ve Memory",1,0.0445103857566766,0.0445103857566766,NA
"142_1","ASC 2",1,0.0267062314540059,0.0267062314540059,NA
"1430_1","IgD+ve Memory",3,0.0546049514333096,0.0505952380952381,0.0152201871640539
"1430_1","IgD-ve Memory",1,0.0416666666666667,0.0416666666666667,NA
"1430_2","IgD+ve Memory",1,0.0416666666666667,0.0416666666666667,NA
"1431_1","ASC 2",1,0.00303951367781155,0.00303951367781155,NA
"1432_1","IgD-ve Memory",1,0.0175953079178886,0.0175953079178886,NA
"1433_1","NAIVE 2",1,0.0028328611898017,0.0028328611898017,NA
"1434_1","IgD-ve Memory",1,0.0087719298245614,0.0087719298245614,NA
"1435_1","Early-Activation",1,0.0596590909090909,0.0596590909090909,NA
"1436_1","NAIVE 1",1,0.0118694362017804,0.0118694362017804,NA
"1437_1","IgD-ve Memory",1,0.0789473684210526,0.0789473684210526,NA
"1438_1","IgD-ve Memory",1,0.0293255131964809,0.0293255131964809,NA
"1439_1","IgD+ve Memory",1,0.0411764705882353,0.0411764705882353,NA
"143_1","Cell-Cycling",1,0.0117647058823529,0.0117647058823529,NA
"1440_1","NAIVE 1",1,0.0498533724340176,0.0498533724340176,NA
"1441_1","IgD-ve Memory",1,0.0323529411764706,0.0323529411764706,NA
"1442_1","IgD-ve Memory",1,0,0,NA
"1443_1","IgD-ve Memory",1,0.0534124629080119,0.0534124629080119,NA
"1444_1","ASC 3",1,0.00833333333333333,0.00833333333333333,NA
"1445_1","NAIVE 1",1,0.00869565217391304,0.00869565217391304,NA
"1446_1","IgD+ve Memory",12,0.0590379008746356,0.0728862973760933,0.0224844051874172
"1446_1","IgD-ve Memory",1,0.0728862973760933,0.0728862973760933,NA
"1446_1","NAIVE 2",1,0.0728862973760933,0.0728862973760933,NA
"1447_1","IgD+ve Memory",1,0.0647058823529412,0.0647058823529412,NA
"1447_2","IgD-ve Memory",1,0.0647058823529412,0.0647058823529412,NA
"1448_1","IgD+ve Memory",1,0.0532544378698225,0.0532544378698225,NA
"1449_1","DN2",1,0.0326409495548961,0.0326409495548961,NA
"144_1","NAIVE 1",1,0.0234604105571848,0.0234604105571848,NA
"1450_1","NAIVE 2",1,0,0,NA
"1451_1","NAIVE 2",1,0,0,NA
"1452_1","ASC 2",1,0.0174927113702624,0.0174927113702624,NA
"1453_1","IgD+ve Memory",1,0.0527859237536657,0.0527859237536657,NA
"1454_1","ASC 2",1,0,0,NA
"1455_1","ASC 3",1,0.0175953079178886,0.0175953079178886,NA
"1456_1","ASC 2",1,0,0,NA
"1457_1","ASC 2",1,0,0,NA
"1458_1","NAIVE 1",1,0,0,NA
"1459_1","NAIVE 1",1,0,0,NA
"145_1","ASC 2",1,0.0606060606060606,0.0606060606060606,NA
"1460_1","IgD-ve Memory",1,0.0263929618768328,0.0263929618768328,NA
"1461_1","NAIVE 1",1,0.00284090909090909,0.00284090909090909,NA
"1462_1","Cell-Cycling",1,0.0175953079178886,0.0175953079178886,NA
"1463_1","ASC 2",1,0.0446428571428571,0.0446428571428571,NA
"1464_1","Cell-Cycling",1,0.0144092219020173,0.0144092219020173,NA
"1465_1","NAIVE 1",1,0,0,NA
"1466_1","ASC 2",1,0.0112359550561798,0.0112359550561798,NA
"1467_1","ASC 2",1,0.176638176638177,0.176638176638177,NA
"1468_1","IgD+ve Memory",1,0.0289855072463768,0.0289855072463768,NA
"1469_1","ASC 2",1,0.00571428571428571,0.00571428571428571,NA
"146_1","IgD-ve Memory",1,0.0352941176470588,0.0352941176470588,NA
"1470_1","IgD+ve Memory",1,0,0,NA
"1471_1","ASC 2",1,0.0257879656160458,0.0257879656160458,NA
"1472_1","IgD-ve Memory",1,0.00290697674418605,0.00290697674418605,NA
"1473_1","ASC 2",3,0.0132200188857413,0.0113314447592068,0.00327110634101771
"1474_1","NAIVE 2",1,0,0,NA
"1475_1","NAIVE 1",1,0.0028328611898017,0.0028328611898017,NA
"1476_1","ASC 2",1,0.0111731843575419,0.0111731843575419,NA
"1477_1","NAIVE 2",1,0,0,NA
"1478_1","IgD+ve Memory",1,0.0225352112676056,0.0225352112676056,NA
"1479_1","IgD-ve Memory",2,0.00282485875706215,0.00282485875706215,0.00399495356602569
"147_1","NAIVE 1",1,0.0674486803519062,0.0674486803519062,NA
"1480_1","IgD+ve Memory",1,0.0515759312320917,0.0515759312320917,NA
"1481_1","NAIVE 1",1,0.0342857142857143,0.0342857142857143,NA
"1482_1","DN2",1,0,0,NA
"1483_1","NAIVE 1",1,0.00578034682080925,0.00578034682080925,NA
"1484_1","NAIVE 1",1,0.0116959064327485,0.0116959064327485,NA
"1485_1","ASC 2",1,0.0231884057971014,0.0231884057971014,NA
"1486_1","ASC 2",1,0.0305555555555556,0.0305555555555556,NA
"1487_1","ASC 2",2,0.0803324099722992,0.0803324099722992,0
"1488_1","NAIVE 1",1,0,0,NA
"1489_1","ASC 2",1,0.0847457627118644,0.0847457627118644,NA
"148_1","Early-Activation",1,0.0411764705882353,0.0411764705882353,NA
"1490_1","ASC 2",4,0.0144927536231884,0.0144927536231884,0
"1491_1","ASC 2",1,0.0371428571428571,0.0371428571428571,NA
"1492_1","IgD-ve Memory",1,0.031700288184438,0.031700288184438,NA
"1493_1","IgD-ve Memory",1,0.028169014084507,0.028169014084507,NA
"1494_1","ASC 2",3,0.0234604105571848,0.0234604105571848,0
"1495_1","ASC 2",1,0.0174927113702624,0.0174927113702624,NA
"1496_1","ASC 2",3,0.0118343195266272,0.0118343195266272,0.0029585798816568
"1497_1","Early-Activation",1,0,0,NA
"1498_1","ASC 2",3,0.0336300692383778,0.0326409495548961,0.0104210225052945
"1499_1","IgD+ve Memory",1,0.023598820058997,0.023598820058997,NA
"149_1","ASC 2",1,0.0148809523809524,0.0148809523809524,NA
"14_1","IgD-ve Memory",1,0.00882352941176471,0.00882352941176471,NA
"1500_1","ASC 3",4,0.0845375722543353,0.0953757225433526,0.0236423722385511
"1500_1","IgD+ve Memory",2,0.0274566473988439,0.0274566473988439,0.00613098365190648
"1501_1","ASC 2",1,0.0497076023391813,0.0497076023391813,NA
"1502_1","ASC 2",1,0.102941176470588,0.102941176470588,NA
"1503_1","IgD-ve Memory",1,0.0411764705882353,0.0411764705882353,NA
"1504_1","NAIVE 1",1,0.00294117647058824,0.00294117647058824,NA
"1505_1","NAIVE 1",1,0.0293255131964809,0.0293255131964809,NA
"1505_2","IgD+ve Memory",1,0.0263929618768328,0.0263929618768328,NA
"1505_3","NAIVE 2",1,0.0263929618768328,0.0263929618768328,NA
"1505_4","Early-Activation",1,0.0263929618768328,0.0263929618768328,NA
"1506_1","ASC 2",1,0.104651162790698,0.104651162790698,NA
"1507_1","DN2",1,0,0,NA
"1508_1","ASC 2",2,0.0445103857566766,0.0445103857566766,0.00419647941357002
"1509_1","IgD+ve Memory",1,0.0269461077844311,0.0269461077844311,NA
"150_1","IgD+ve Memory",1,0.0293255131964809,0.0293255131964809,NA
"1510_1","ASC 2",1,0.0121580547112462,0.0121580547112462,NA
"1511_1","Cell-Cycling",1,0.0144508670520231,0.0144508670520231,NA
"1512_1","ASC 2",1,0.0147058823529412,0.0147058823529412,NA
"1513_1","ASC 2",1,0.0116618075801749,0.0116618075801749,NA
"1514_1","HSP+",1,0.015015015015015,0.015015015015015,NA
"1515_1","IgD+ve Memory",1,0.024024024024024,0.024024024024024,NA
"1516_1","NAIVE 1",1,0.0680473372781065,0.0680473372781065,NA
"1517_1","ASC 2",2,0.0103550295857988,0.0103550295857988,0.00627609569100486
"1518_1","ASC 1",1,0.0267062314540059,0.0267062314540059,NA
"1518_1","DN2",1,0.0237388724035608,0.0237388724035608,NA
"1518_1","NAIVE 1",1,0.0207715133531157,0.0207715133531157,NA
"1519_1","ASC 2",1,0.0383480825958702,0.0383480825958702,NA
"151_1","NAIVE 1",1,0.045045045045045,0.045045045045045,NA
"1520_1","ASC 2",1,0.0180722891566265,0.0180722891566265,NA
"1521_1","ASC 2",1,0.0294985250737463,0.0294985250737463,NA
"1522_1","ASC 3",1,0.00852272727272727,0.00852272727272727,NA
"1523_1","HSP+",1,0,0,NA
"1524_1","ASC 2",1,0.027190332326284,0.027190332326284,NA
"1525_1","NAIVE 1",1,0.0087463556851312,0.0087463556851312,NA
"1526_1","ASC 2",1,0.0718562874251497,0.0718562874251497,NA
"1527_1","IgD-ve Memory",1,0.0202898550724638,0.0202898550724638,NA
"1528_1","ASC 2",1,0.0087719298245614,0.0087719298245614,NA
"1529_1","IgD-ve Memory",1,0.0148809523809524,0.0148809523809524,NA
"1529_2","Early-Activation",1,0.0148809523809524,0.0148809523809524,NA
"1529_3","NAIVE 2",1,0.0178571428571429,0.0178571428571429,NA
"1529_4","IgD+ve Memory",1,0.0148809523809524,0.0148809523809524,NA
"1529_5","NAIVE 2",1,0.0148809523809524,0.0148809523809524,NA
"152_1","NAIVE 1",1,0.0656716417910448,0.0656716417910448,NA
"152_2","IgD-ve Memory",1,0.0298507462686567,0.0298507462686567,NA
"1530_1","ASC 2",1,0.0710059171597633,0.0710059171597633,NA
"1531_1","ASC 2",1,0.00289017341040462,0.00289017341040462,NA
"1532_1","IgD-ve Memory",1,0.0463768115942029,0.0463768115942029,NA
"1533_1","ASC 3",1,0.0542857142857143,0.0542857142857143,NA
"1534_1","NAIVE 2",1,0,0,NA
"1535_1","IgD-ve Memory",1,0.0207715133531157,0.0207715133531157,NA
"1536_1","ASC 2",7,0.0977443609022556,0.10233918128655,0.0109218965018315
"1537_1","ASC 2",2,0.0380116959064327,0.0380116959064327,0.00413512737535993
"1538_1","ASC 2",2,0.0677966101694915,0.0677966101694915,0
"1539_1","NAIVE 1",1,0.0347826086956522,0.0347826086956522,NA
"153_1","NAIVE 1",1,0.0118343195266272,0.0118343195266272,NA
"1540_1","ASC 2",3,0.0227920227920228,0.0256410256410256,0.00493461768538142
"1540_1","HSP+",2,0.047008547008547,0.047008547008547,0.0020145492341497
"1540_1","NAIVE 1",1,0.0484330484330484,0.0484330484330484,NA
"1541_1","IgD-ve Memory",1,0,0,NA
"1542_1","NAIVE 2",1,0,0,NA
"1543_1","NAIVE 2",1,0,0,NA
"1544_1","IgD+ve Memory",1,0.0371428571428571,0.0371428571428571,NA
"1545_1","ASC 2",1,0.0198863636363636,0.0198863636363636,NA
"1546_1","ASC 2",1,0.014792899408284,0.014792899408284,NA
"1547_1","IgD+ve Memory",1,0.0600600600600601,0.0600600600600601,NA
"1548_1","ASC 2",1,0.0325443786982249,0.0325443786982249,NA
"1549_1","ASC 1",1,0.0382352941176471,0.0382352941176471,NA
"154_1","NAIVE 2",1,0.00588235294117647,0.00588235294117647,NA
"1550_1","IgD+ve Memory",1,0.0405797101449275,0.0405797101449275,NA
"1551_1","IgD+ve Memory",1,0.0358208955223881,0.0358208955223881,NA
"1552_1","NAIVE 2",1,0.024024024024024,0.024024024024024,NA
"1553_1","ASC 2",1,0.032258064516129,0.032258064516129,NA
"1554_1","IgD+ve Memory",1,0.0602409638554217,0.0602409638554217,NA
"1555_1","ASC 3",3,0.0770712909441233,0.0780346820809249,0.00166864239650181
"1556_1","IgD+ve Memory",1,0.161194029850746,0.161194029850746,NA
"1556_1","IgD-ve Memory",1,0.0686567164179104,0.0686567164179104,NA
"1557_1","ASC 1",1,0.0507462686567164,0.0507462686567164,NA
"1557_1","ASC 2",6,0.0567164179104478,0.0492537313432836,0.0256785828866944
"1557_1","NAIVE 1",2,0.0522388059701493,0.0522388059701493,0.0147753655770323
"1558_1","NAIVE 2",1,0,0,NA
"1559_1","NAIVE 1",1,0.0397553516819572,0.0397553516819572,NA
"155_1","HSP+",1,0.115727002967359,0.115727002967359,NA
"155_1","IgD+ve Memory",1,0.0958083832335329,0.0958083832335329,NA
"1560_1","NAIVE 1",2,0.144171779141104,0.144171779141104,0
"1561_1","ASC 2",1,0.0417910447761194,0.0417910447761194,NA
"1562_1","IgD+ve Memory",1,0.068452380952381,0.068452380952381,NA
"1563_1","Early-Activation",1,0.0442477876106195,0.0442477876106195,NA
"1564_1","ASC 2",1,0.0863095238095238,0.0863095238095238,NA
"1565_1","NAIVE 1",1,0.0568862275449102,0.0568862275449102,NA
"1566_1","NAIVE 1",1,0.0175438596491228,0.0175438596491228,NA
"1567_1","IgD+ve Memory",1,0.0461095100864553,0.0461095100864553,NA
"1567_2","IgD+ve Memory",1,0.0461095100864553,0.0461095100864553,NA
"1567_3","IgD+ve Memory",1,0.0576368876080692,0.0576368876080692,NA
"1568_1","ASC 2",1,0.182634730538922,0.182634730538922,NA
"1569_1","IgD-ve Memory",1,0.0439882697947214,0.0439882697947214,NA
"156_1","IgD-ve Memory",1,0.0668604651162791,0.0668604651162791,NA
"1570_1","ASC 2",1,0.0567164179104478,0.0567164179104478,NA
"1571_1","DN2",1,0,0,NA
"1572_1","Cell-Cycling",1,0.0538922155688623,0.0538922155688623,NA
"1573_1","NAIVE 2",1,0,0,NA
"1574_1","IgD+ve Memory",1,0.0266272189349112,0.0266272189349112,NA
"1575_1","NAIVE 2",1,0,0,NA
"1576_1","IgD+ve Memory",1,0.0443786982248521,0.0443786982248521,NA
"1577_1","IgD-ve Memory",1,0.0753012048192771,0.0753012048192771,NA
"1578_1","ASC 3",1,0.0337078651685393,0.0337078651685393,NA
"1578_2","ASC 3",1,0.0365168539325843,0.0365168539325843,NA
"1579_1","ASC 2",1,0.018018018018018,0.018018018018018,NA
"157_1","IgD-ve Memory",2,0.0576368876080692,0.0576368876080692,0.0244532604444916
"157_2","IgD-ve Memory",1,0.0662824207492795,0.0662824207492795,NA
"1580_1","ASC 1",1,0.0507462686567164,0.0507462686567164,NA
"1581_1","IgD-ve Memory",1,0.0469208211143695,0.0469208211143695,NA
"1582_1","HSP+",1,0.0301204819277108,0.0301204819277108,NA
"1583_1","IgD-ve Memory",1,0,0,NA
"1584_1","ASC 2",1,0.0149253731343284,0.0149253731343284,NA
"1585_1","IgD-ve Memory",1,0.0497076023391813,0.0497076023391813,NA
"1586_1","ASC 2",2,0.111275964391691,0.111275964391691,0.014687677947495
"1586_1","NAIVE 1",2,0.127596439169139,0.127596439169139,0.00839295882714004
"1587_1","ASC 2",2,0.0380116959064327,0.0380116959064327,0
"1588_1","IgD+ve Memory",1,0.0376811594202899,0.0376811594202899,NA
"1589_1","ASC 2",1,0.0660919540229885,0.0660919540229885,NA
"158_1","ASC 3",1,0,0,NA
"1590_1","NAIVE 2",1,0.012012012012012,0.012012012012012,NA
"1591_1","Cell-Cycling",1,0.0175953079178886,0.0175953079178886,NA
"1592_1","ASC 2",4,0.0962099125364431,0.0962099125364431,0
"1593_1","ASC 2",1,0.063953488372093,0.063953488372093,NA
"1594_1","NAIVE 1",1,0.00579710144927536,0.00579710144927536,NA
"1595_1","ASC 2",1,0.0959302325581395,0.0959302325581395,NA
"1596_1","IgD+ve Memory",1,0.0231884057971014,0.0231884057971014,NA
"1597_1","ASC 2",1,0.0583090379008746,0.0583090379008746,NA
"1598_1","ASC 2",2,0.093942452000207,0.093942452000207,0.0118747684363212
"1599_1","IgD-ve Memory",1,0.0882352941176471,0.0882352941176471,NA
"159_1","NAIVE 1",1,0.045045045045045,0.045045045045045,NA
"15_1","IgD+ve Memory",1,0.0562130177514793,0.0562130177514793,NA
"1600_1","ASC 3",1,0.0501474926253687,0.0501474926253687,NA
"1601_1","IgD+ve Memory",1,0.0346820809248555,0.0346820809248555,NA
"1602_1","IgD-ve Memory",1,0.0578034682080925,0.0578034682080925,NA
"1603_1","ASC 2",3,0.0710854947166186,0.0749279538904899,0.00665533451515418
"1604_1","ASC 2",1,0,0,NA
"1605_1","ASC 2",1,0.0542168674698795,0.0542168674698795,NA
"1606_1","NAIVE 2",1,0,0,NA
"1607_1","HSP+",1,0.0502958579881657,0.0502958579881657,NA
"1608_1","ASC 1",1,0.111111111111111,0.111111111111111,NA
"1608_1","ASC 2",1,0.0349854227405248,0.0349854227405248,NA
"1609_1","ASC 2",1,0.12316715542522,0.12316715542522,NA
"160_1","IgD+ve Memory",1,0.0591715976331361,0.0591715976331361,NA
"160_1","IgD-ve Memory",1,0.0236686390532544,0.0236686390532544,NA
"1610_1","NAIVE 1",1,0.141176470588235,0.141176470588235,NA
"1611_1","ASC 2",1,0.00288184438040346,0.00288184438040346,NA
"1612_1","NAIVE 2",1,0,0,NA
"1613_1","Cell-Cycling",1,0.121387283236994,0.121387283236994,NA
"1614_1","IgD-ve Memory",1,0.0408163265306122,0.0408163265306122,NA
"1615_1","ASC 2",1,0.00294985250737463,0.00294985250737463,NA
"1616_1","NAIVE 1",1,0.0652818991097923,0.0652818991097923,NA
"1617_1","Early-Activation",1,0.0204081632653061,0.0204081632653061,NA
"1618_1","IgD-ve Memory",1,0.0855457227138643,0.0855457227138643,NA
"1619_1","IgD-ve Memory",2,0.0451895043731778,0.0451895043731778,0.010307679026043
"161_1","Cell-Cycling",1,0.00289855072463768,0.00289855072463768,NA
"1620_1","ASC 2",1,0.0533707865168539,0.0533707865168539,NA
